Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1421.92, 31.455, 2688.92, 862322, 3.27839
1429.26, 31.7368, 3171.17, 862278, 4.38127
1442.29, 31.9702, 3219.26, 861755, 4.37345
1438.67, 32.0883, 3303.09, 861569, 4.17273
1437.45, 32.2907, 3458.97, 861253, 5.60676
1431.77, 32.3982, 2898.72, 860451, 6.86415
1431.15, 32.4186, 2997.39, 2.57125e+06, 10.8272
1627.63, 34.0417, 5069.23, 2.56706e+06, 10.3469
1858.62, 36.4757, 12086.1, 2.56436e+06, 16.925
2025.85, 37.9878, 11114.3, 2.55793e+06, 18.0419
2187.55, 39.617, 13220.7, 2.55491e+06, 21.7982
2319.83, 41.0113, 13403.3, 2.54949e+06, 21.7108
2478.63, 42.6934, 13998.9, 2.54549e+06, 25.238
2588.7, 43.9781, 15093.9, 2.54225e+06, 24.4222
2713.14, 45.5212, 15221.3, 2.53819e+06, 27.5674
2805.59, 46.7708, 13358.9, 2.53276e+06, 25.3381
2910.06, 48.262, 14825.5, 2.53087e+06, 27.5618
2989.61, 49.4717, 12608.6, 2.52487e+06, 24.8332
3057.41, 50.4301, 12905.1, 2.52253e+06, 12.3099
3191.45, 52.5092, 16200.3, 2.52063e+06, 18.5342
3256.51, 54.0608, 15841.8, 2.51654e+06, 24.6973
3334.82, 55.5561, 15961, 2.51324e+06, 27.391
3388.07, 56.911, 12613.8, 2.50627e+06, 24.6648
3424.6, 58.1427, 13133.3, 2.50407e+06, 26.4518
3474.24, 59.4774, 10846.1, 2.49934e+06, 22.8952
3524.49, 60.9348, 13251.2, 2.49781e+06, 27.8665
3600.37, 62.598, 13714.1, 2.49491e+06, 27.1319
3619.32, 63.8743, 15025.3, 2.49357e+06, 30.9873
3684.26, 65.4757, 13112.5, 2.48924e+06, 28.5968
3691.05, 66.6666, 15005.6, 2.48861e+06, 31.1994
3746.57, 68.4397, 18617.2, 2.48846e+06, 40.269
3796.89, 69.7189, 16528.9, 2.48376e+06, 27.3412
3853.53, 71.5738, 16519, 2.48183e+06, 32.8275
3811.22, 72.5076, 14733.5, 2.47701e+06, 31.286
3834.57, 74.0173, 15972.4, 2.47501e+06, 36.2336
3943.96, 76.1166, 17003.7, 2.47342e+06, 33.0844
3912.9, 77.1391, 16527, 2.47109e+06, 35.7871
3928.15, 78.4284, 14337, 2.46621e+06, 31.1417
4020.26, 80.595, 17225, 2.46552e+06, 33.2395
4057.94, 81.8544, 18290.6, 2.46384e+06, 27.7682
3951.66, 82.67, 20324.4, 2.46374e+06, 38.8348
3926.25, 83.3991, 14215, 2.45675e+06, 29.3011
3955.76, 84.8605, 13582.5, 2.45307e+06, 26.9012
3963.73, 85.8719, 13107, 2.45062e+06, 20.0971
4030.9, 87.9635, 15763.8, 2.44993e+06, 25.3782
4049.95, 89.3573, 16733.6, 2.44838e+06, 26.3521
4001.15, 90.1268, 18385, 2.44754e+06, 31.6023
4107.68, 92.4774, 18887.2, 2.4454e+06, 30.9991
4030.38, 92.8746, 14140.5, 2.44018e+06, 23.9802
4066.51, 94.5224, 14485.5, 2.43829e+06, 22.0377
4115.34, 96.3248, 16414.8, 2.43606e+06, 24.0589
4087.93, 97.1713, 15083.8, 2.43187e+06, 21.3409
4077.56, 98.2387, 15526.9, 2.43106e+06, 22.0934
4062.48, 99.4779, 17926.2, 2.43088e+06, 26.1229
4039.55, 100.32, 16503.6, 2.42653e+06, 25.4581
4009.84, 100.808, 13962.8, 2.42178e+06, 20.1509
3993.74, 101.509, 13875.3, 2.41992e+06, 18.7971
4004.24, 102.7, 14836.8, 2.41808e+06, 20.6226
4007.87, 103.741, 13785.3, 2.41542e+06, 18.8037
4067.44, 105.365, 13689.5, 2.41297e+06, 14.8495
4043, 105.902, 14204.4, 2.41195e+06, 14.3677
4011.72, 106.626, 14584.5, 2.40931e+06, 14.6076
3997.45, 107.479, 13599.4, 2.40679e+06, 15.8075
4029.43, 109.221, 15738.7, 2.40506e+06, 19.2483
3991.13, 109.843, 16490, 2.40406e+06, 21.9382
3993.26, 110.379, 16256.9, 2.403e+06, 13.0801
4025.4, 111.865, 16146.5, 2.39956e+06, 17.1221
